,Subway Entrance,Subway Entrance Latitude,Subway Entrance Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
10872,Broadway & Myrtle Ave at NW corner,40.696893001205396,-73.93546099976311,Fuel Juice Bar,40.69786189486733,-73.9363145828247,Juice Bar
10873,Broadway & Myrtle Ave at NW corner,40.696893001205396,-73.93546099976311,Art Is Life Ink.,40.69729945599598,-73.93387819334977,Tattoo Parlor
10874,Broadway & Myrtle Ave at NW corner,40.696893001205396,-73.93546099976311,China City Restaurant,40.69748341303341,-73.93625376945165,Chinese Restaurant
10875,Broadway & Myrtle Ave at NW corner,40.696893001205396,-73.93546099976311,Family Dollar,40.69871705958233,-73.94067413256924,Discount Store
10876,Broadway & Myrtle Ave at NW corner,40.696893001205396,-73.93546099976311,C&M Pizza,40.698302654616285,-73.93754066591094,Pizza Place
10877,Broadway & Myrtle Ave at NW corner,40.696893001205396,-73.93546099976311,DRTY SMMR,40.697422,-73.930554,Boutique
10878,Broadway & Myrtle Ave at NW corner,40.696893001205396,-73.93546099976311,Mabi Deli,40.698849919044925,-73.93065312278776,Deli / Bodega
10879,Broadway & Myrtle Ave at NW corner,40.696893001205396,-73.93546099976311,Junior's Food Outlets,40.69633770793458,-73.9410082546273,Grocery Store
10880,Broadway & Myrtle Ave at NW corner,40.696893001205396,-73.93546099976311,Valera Liquor,40.69478085354478,-73.94044533630911,Liquor Store
10881,Broadway & Myrtle Ave at NW corner,40.696893001205396,-73.93546099976311,Hiding Gallery,40.69862051832751,-73.9407495779216,Art Gallery
10882,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Rebecca's,40.698260544658204,-73.93406073099501,Bar
10883,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Little Mo,40.697161728187346,-73.93373918076155,Asian Restaurant
10884,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Market Hotel,40.69691873235466,-73.9345845580101,Music Venue
10885,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Cafe Erzulie,40.697914132191706,-73.93715190789051,Café
10886,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Baby Skips,40.69721338294225,-73.93361575915108,Café
10887,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Mr. Kiwi's,40.69687940176692,-73.93493401672548,Grocery Store
10888,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Norbert's Pizza,40.69662235556144,-73.93479126598801,Pizza Place
10889,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,La Lupe,40.6972448451873,-73.935109080481,Mexican Restaurant
10890,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Skytown,40.697598,-73.936191,Bar
10891,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Bizarre,40.697365736052674,-73.93490741517166,Comedy Club
10892,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Sandobap,40.69736072384393,-73.93604434067655,Asian Restaurant
10893,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Regalo de Juquila Deli,40.69736587769827,-73.93170092328874,Deli / Bodega
10894,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Best Deli Grocery Grill,40.697393346196066,-73.93247689530894,Deli / Bodega
10895,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Little Skips,40.69757760539085,-73.93122643232346,Café
10896,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Birdy's,40.697519323983464,-73.93144207445206,Bar
10897,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Buntopia,40.696174408616436,-73.93389665769077,Asian Restaurant
10898,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Happyfun Hideaway,40.697397035970454,-73.93157412508495,Bar
10899,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Citi Bike Station,40.69680159189003,-73.93752559218588,Bike Rental / Bike Share
10900,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Taqueria La Placita Puebla,40.699201146282334,-73.93929876527571,Mexican Restaurant
10901,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Santa Panza,40.694715437736804,-73.93069170718752,Pizza Place
10902,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Fort Useless,40.69722829231097,-73.93290062108107,Music Venue
10903,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Marco's,40.69475464376717,-73.93096254878536,Bar
10904,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Loma Restaurant,40.697133285033985,-73.93544963369683,Spanish Restaurant
10905,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,TK's Deli,40.6968734302068,-73.93504221422826,Deli / Bodega
10906,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Milly's Pizzeria,40.699179477373505,-73.93924735270411,Pizza Place
10907,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Richie's Gym,40.69859310720612,-73.93370478255721,Gym
10908,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Guadalupana Mexican Bakery,40.69946277391374,-73.94005864085847,Bakery
10909,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Cholulita Bella,40.698106883736514,-73.9372407929647,Mexican Restaurant
10910,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,The Hart Bar,40.69631978227351,-73.93009967247858,American Restaurant
10911,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Concrete,40.697621,-73.936458,Italian Restaurant
10912,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,The Schoolhouse,40.69979292303647,-73.93911452173045,Music Venue
10913,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Popeyes Louisiana Kitchen,40.69702293184994,-73.93546014755027,Fried Chicken Joint
10914,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Antojitos Mexicanos,40.696810013108745,-73.93482089268238,Food Truck
10915,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Hotel RL Brooklyn,40.69441592010015,-73.93097178347433,Hotel
10916,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Divine Bar & Grill,40.69795252189276,-73.93704933390451,Bar
10917,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Food Bazaar Supermarket,40.696843094312825,-73.93591900763774,Supermarket
10918,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Bombay Xpress,40.692994,-73.936722,Indian Restaurant
10919,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Jubilee Cafe,40.69447420798631,-73.9308516685776,Café
10920,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Gallery Bar,40.694786418476376,-73.9318779245478,Whisky Bar
10921,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Shell,40.69857136,-73.93422245,Gas Station
10922,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Papa John's Pizza,40.69604697565156,-73.93309688019974,Pizza Place
10923,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Checkers,40.69673164376148,-73.93543481826782,Fast Food Restaurant
10924,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Dunkin Donuts,40.697041564164195,-73.93543562405978,Donut Shop
10925,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,J.K. & Sons,40.69977430804309,-73.94011419133707,American Restaurant
10926,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Stay Fresh Grill,40.698187930620755,-73.93734997513342,Bagel Shop
10927,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Fuel Juice Bar,40.69786189486733,-73.9363145828247,Juice Bar
10928,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Art Is Life Ink.,40.69729945599598,-73.93387819334977,Tattoo Parlor
10929,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,China City Restaurant,40.69748341303341,-73.93625376945165,Chinese Restaurant
10930,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,C&M Pizza,40.698302654616285,-73.93754066591094,Pizza Place
10931,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Family Dollar,40.69871705958233,-73.94067413256924,Discount Store
10932,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,DRTY SMMR,40.697422,-73.930554,Boutique
10933,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Mabi Deli,40.698849919044925,-73.93065312278776,Deli / Bodega
10934,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Junior's Food Outlets,40.69633770793458,-73.9410082546273,Grocery Store
10935,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Hiding Gallery,40.69862051832751,-73.9407495779216,Art Gallery
10936,Broadway & Myrtle Ave at SW corner,40.69698700120347,-73.93555900013396,Valera Liquor,40.69478085354478,-73.94044533630911,Liquor Store
10937,Flushing Ave & Broadway at SE corner,40.70062900108737,-73.94199499953496,Samurai Papa,40.70295722107145,-73.9437146238662,Ramen Restaurant
10938,Flushing Ave & Broadway at SE corner,40.70062900108737,-73.94199499953496,Bushwick Grind,40.70162962021869,-73.9444211243569,Coffee Shop
10939,Flushing Ave & Broadway at SE corner,40.70062900108737,-73.94199499953496,La Isla Cuchifritos,40.70102361491366,-73.94227214091967,Spanish Restaurant
10940,Flushing Ave & Broadway at SE corner,40.70062900108737,-73.94199499953496,Moore Street Market - La Marqueta De Williamsburg,40.703697402705046,-73.94106607849679,Farmers Market
10941,Flushing Ave & Broadway at SE corner,40.70062900108737,-73.94199499953496,Taqueria La Placita Puebla,40.699201146282334,-73.93929876527571,Mexican Restaurant
10942,Flushing Ave & Broadway at SE corner,40.70062900108737,-73.94199499953496,Guadalupana Mexican Bakery,40.69946277391374,-73.94005864085847,Bakery
10943,Flushing Ave & Broadway at SE corner,40.70062900108737,-73.94199499953496,Habanero Cafe,40.7004240228446,-73.94420323295249,Mexican Restaurant
10944,Flushing Ave & Broadway at SE corner,40.70062900108737,-73.94199499953496,Bklyn House,40.70074,-73.93925,Hotel
10945,Flushing Ave & Broadway at SE corner,40.70062900108737,-73.94199499953496,Milly's Pizzeria,40.699179477373505,-73.93924735270411,Pizza Place
10946,Flushing Ave & Broadway at SE corner,40.70062900108737,-73.94199499953496,Princessa Bakery,40.7043997316062,-73.94271681962643,Bakery
10947,Flushing Ave & Broadway at SE corner,40.70062900108737,-73.94199499953496,Cholulita Bella,40.698106883736514,-73.9372407929647,Mexican Restaurant
10948,Flushing Ave & Broadway at SE corner,40.70062900108737,-73.94199499953496,Family Dollar,40.69801259731284,-73.94570922281969,Discount Store
10949,Flushing Ave & Broadway at SE corner,40.70062900108737,-73.94199499953496,Family Dollar,40.69871705958233,-73.94067413256924,Discount Store
10950,Flushing Ave & Broadway at SE corner,40.70062900108737,-73.94199499953496,Marcy pharmacy,40.69986100821613,-73.94411916532152,Pharmacy
10951,Flushing Ave & Broadway at SE corner,40.70062900108737,-73.94199499953496,Hiding Gallery,40.69862051832751,-73.9407495779216,Art Gallery
10952,Flushing Ave & Broadway at SE corner,40.70062900108737,-73.94199499953496,Green Apple Deli,40.698161231310486,-73.94519805908203,Deli / Bodega
10953,Flushing Ave & Broadway at SE corner,40.70062900108737,-73.94199499953496,Thrift Shop,40.699952,-73.946693,Thrift / Vintage Store
10954,Flushing Ave & Broadway at SE corner,40.70062900108737,-73.94199499953496,Cozzi Pizza #2,40.6972143293353,-73.9448424421933,Pizza Place
10955,Flushing Ave & Broadway at SE corner,40.70062900108737,-73.94199499953496,Stay Fresh Grill,40.698187930620755,-73.93734997513342,Bagel Shop
10956,Flushing Ave & Broadway at SE corner,40.70062900108737,-73.94199499953496,C&M Pizza,40.698302654616285,-73.93754066591094,Pizza Place
10957,Flushing Ave & Broadway at SE corner,40.70062900108737,-73.94199499953496,Junior's Food Outlets,40.69633770793458,-73.9410082546273,Grocery Store
10958,Flushing Ave & Broadway at NW corner,40.7008470007834,-73.94170999997885,Samurai Papa,40.70295722107145,-73.9437146238662,Ramen Restaurant
10959,Flushing Ave & Broadway at NW corner,40.7008470007834,-73.94170999997885,Moore Street Market - La Marqueta De Williamsburg,40.703697402705046,-73.94106607849679,Farmers Market
10960,Flushing Ave & Broadway at NW corner,40.7008470007834,-73.94170999997885,La Isla Cuchifritos,40.70102361491366,-73.94227214091967,Spanish Restaurant
10961,Flushing Ave & Broadway at NW corner,40.7008470007834,-73.94170999997885,Bushwick Grind,40.70162962021869,-73.9444211243569,Coffee Shop
10962,Flushing Ave & Broadway at NW corner,40.7008470007834,-73.94170999997885,Taqueria La Placita Puebla,40.699201146282334,-73.93929876527571,Mexican Restaurant
10963,Flushing Ave & Broadway at NW corner,40.7008470007834,-73.94170999997885,Guadalupana Mexican Bakery,40.69946277391374,-73.94005864085847,Bakery
10964,Flushing Ave & Broadway at NW corner,40.7008470007834,-73.94170999997885,Habanero Cafe,40.7004240228446,-73.94420323295249,Mexican Restaurant
10965,Flushing Ave & Broadway at NW corner,40.7008470007834,-73.94170999997885,Bklyn House,40.70074,-73.93925,Hotel
10966,Flushing Ave & Broadway at NW corner,40.7008470007834,-73.94170999997885,Milly's Pizzeria,40.699179477373505,-73.93924735270411,Pizza Place
10967,Flushing Ave & Broadway at NW corner,40.7008470007834,-73.94170999997885,East Wick,40.705154987733295,-73.94283252442389,American Restaurant
10968,Flushing Ave & Broadway at NW corner,40.7008470007834,-73.94170999997885,Princessa Bakery,40.7043997316062,-73.94271681962643,Bakery
10969,Flushing Ave & Broadway at NW corner,40.7008470007834,-73.94170999997885,Cholulita Bella,40.698106883736514,-73.9372407929647,Mexican Restaurant
10970,Flushing Ave & Broadway at NW corner,40.7008470007834,-73.94170999997885,Family Dollar,40.69801259731284,-73.94570922281969,Discount Store
10971,Flushing Ave & Broadway at NW corner,40.7008470007834,-73.94170999997885,Family Dollar,40.69871705958233,-73.94067413256924,Discount Store
10972,Flushing Ave & Broadway at NW corner,40.7008470007834,-73.94170999997885,Marcy pharmacy,40.69986100821613,-73.94411916532152,Pharmacy
10973,Flushing Ave & Broadway at NW corner,40.7008470007834,-73.94170999997885,Hiding Gallery,40.69862051832751,-73.9407495779216,Art Gallery
10974,Flushing Ave & Broadway at NW corner,40.7008470007834,-73.94170999997885,Green Apple Deli,40.698161231310486,-73.94519805908203,Deli / Bodega
10975,Flushing Ave & Broadway at NW corner,40.7008470007834,-73.94170999997885,Thrift Shop,40.699952,-73.946693,Thrift / Vintage Store
10976,Flushing Ave & Broadway at NW corner,40.7008470007834,-73.94170999997885,Stay Fresh Grill,40.698187930620755,-73.93734997513342,Bagel Shop
10977,Flushing Ave & Broadway at NW corner,40.7008470007834,-73.94170999997885,C&M Pizza,40.698302654616285,-73.93754066591094,Pizza Place
10978,Flushing Ave & Broadway at NW corner,40.7008470007834,-73.94170999997885,Cozzi Pizza #2,40.6972143293353,-73.9448424421933,Pizza Place
10979,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,The Rosemont,40.70694235571774,-73.94737999415942,Gay Bar
10980,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Grain & Vine,40.70612504,-73.95003589,Liquor Store
10981,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Brooklyn Harvest Market,40.7065704,-73.9500692,Supermarket
10982,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Nelly's Flower Shop,40.70570421753411,-73.95045278823477,Flower Shop
10983,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Brooklyn Ball Factory,40.707213895613144,-73.94588202238083,Japanese Restaurant
10984,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Mountain Province Espresso Bar,40.70739613899926,-73.9501375572631,Coffee Shop
10985,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Nam Nam,40.70713810150384,-73.94515157183862,Vietnamese Restaurant
10986,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Samurai Papa,40.70295722107145,-73.9437146238662,Ramen Restaurant
10987,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Featherweight,40.70628563865752,-73.94339999830127,Cocktail Bar
10988,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Testo,40.70832,-73.94699,Italian Restaurant
10989,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,WillyB Crossfit,40.707827833118586,-73.94877866580192,Gym
10990,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Williamsburg Pizza,40.70830261404054,-73.95069863113817,Pizza Place
10991,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,19 Cafe,40.70519455024222,-73.94460263495588,Café
10992,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,China Express,40.7060690929373,-73.95027156420315,Chinese Restaurant
10993,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Spoonbill & Sugartown,40.7069190730556,-73.94898265600203,Bookstore
10994,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Bushwick Grind,40.70162962021869,-73.9444211243569,Coffee Shop
10995,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,East Wick,40.705154987733295,-73.94283252442389,American Restaurant
10996,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Evil Olive Pizza & Bar,40.70616585967451,-73.9502861177711,Pizza Place
10997,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Z Relax on Union,40.708315758008844,-73.9507160964547,Massage Studio
10998,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Orange Tree Organic Market,40.70602192086319,-73.94303278197913,Deli / Bodega
10999,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Princessa Bakery,40.7043997316062,-73.94271681962643,Bakery
11000,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Food Bazaar Supermarket,40.70283621499452,-73.94506272535824,Grocery Store
11001,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Savaria Studios 2.0,40.69985258026702,-73.94826361995949,Music Venue
11002,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Sternberg Park,40.706607608183205,-73.94735666933178,Park
11003,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Sazon Perez,40.7076168357225,-73.95100817939907,Latin American Restaurant
11004,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Lindsey Park,40.706315894532636,-73.94490558528396,Park
11005,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Antojitos Mexicanos,40.705472678247695,-73.94292386645607,Mexican Restaurant
11006,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Caridad China,40.704946388640856,-73.94297684158182,Spanish Restaurant
11007,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,The Spectrum,40.707092834330865,-73.94762173562783,Speakeasy
11008,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,SUBWAY,40.706142463060594,-73.95024952993776,Sandwich Place
11009,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Sternberg Dog Park,40.70623517242519,-73.94673501393044,Dog Run
11010,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Hello Brooklyn,40.70735136034065,-73.95041155103286,Bar
11011,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Cozzi Pizza #1,40.70389654960476,-73.94742555178155,Italian Restaurant
11012,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Tecate,40.70406062198471,-73.94965757239086,Mexican Restaurant
11013,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Broadway Deli,40.70422144783921,-73.94793492375318,Deli / Bodega
11014,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Tecate Restaruant Union & Lorimer,40.70411694798157,-73.9495444312082,Spanish Restaurant
11015,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,La Morena,40.70400595481271,-73.9496858050337,Mexican Restaurant
11016,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Broad & Boerum,40.70515621025377,-73.94979000091553,Jewelry Store
11017,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Cafe 28,40.70424399455066,-73.9483439824682,Bagel Shop
11018,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Mexi diner,40.70400735285457,-73.94973371870583,Mexican Restaurant
11019,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Lorimer express food inc.,40.70409716842131,-73.94791920882962,Deli / Bodega
11020,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,MTA Subway - Broadway (G),40.705499826656954,-73.95017982617215,Metro Station
11021,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,De Hostos Playground,40.702562884713494,-73.94939599767214,Playground
11022,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Brooklyn Aloha Recording,40.702174,-73.948582,Recording Studio
11023,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Goshin Ryu :Traditional Shotokan Karate-Do,40.70583940137569,-73.94464015960693,Martial Arts Dojo
11024,Moore St & Broadway at SW corner,40.704279000920536,-73.94832399943942,Grace Chinese Food II,40.706172160168975,-73.94308570999323,Chinese Restaurant
11025,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,The Rosemont,40.70694235571774,-73.94737999415942,Gay Bar
11026,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Grain & Vine,40.70612504,-73.95003589,Liquor Store
11027,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Brooklyn Harvest Market,40.7065704,-73.9500692,Supermarket
11028,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Brooklyn Ball Factory,40.707213895613144,-73.94588202238083,Japanese Restaurant
11029,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Nelly's Flower Shop,40.70570421753411,-73.95045278823477,Flower Shop
11030,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Nam Nam,40.70713810150384,-73.94515157183862,Vietnamese Restaurant
11031,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Mountain Province Espresso Bar,40.70739613899926,-73.9501375572631,Coffee Shop
11032,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Samurai Papa,40.70295722107145,-73.9437146238662,Ramen Restaurant
11033,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Featherweight,40.70628563865752,-73.94339999830127,Cocktail Bar
11034,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Testo,40.70832,-73.94699,Italian Restaurant
11035,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,WillyB Crossfit,40.707827833118586,-73.94877866580192,Gym
11036,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,19 Cafe,40.70519455024222,-73.94460263495588,Café
11037,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Williamsburg Pizza,40.70830261404054,-73.95069863113817,Pizza Place
11038,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Spoonbill & Sugartown,40.7069190730556,-73.94898265600203,Bookstore
11039,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,China Express,40.7060690929373,-73.95027156420315,Chinese Restaurant
11040,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,East Wick,40.705154987733295,-73.94283252442389,American Restaurant
11041,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Bushwick Grind,40.70162962021869,-73.9444211243569,Coffee Shop
11042,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Evil Olive Pizza & Bar,40.70616585967451,-73.9502861177711,Pizza Place
11043,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Olly Oxen Free Vintage,40.707432451902356,-73.94397210011739,Thrift / Vintage Store
11044,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Z Relax on Union,40.708315758008844,-73.9507160964547,Massage Studio
11045,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Sweet Science,40.70648558841227,-73.94303739909941,Bar
11046,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Orange Tree Organic Market,40.70602192086319,-73.94303278197913,Deli / Bodega
11047,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Princessa Bakery,40.7043997316062,-73.94271681962643,Bakery
11048,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Food Bazaar Supermarket,40.70283621499452,-73.94506272535824,Grocery Store
11049,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Sternberg Park,40.706607608183205,-73.94735666933178,Park
11050,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Sazon Perez,40.7076168357225,-73.95100817939907,Latin American Restaurant
11051,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Lindsey Park,40.706315894532636,-73.94490558528396,Park
11052,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Antojitos Mexicanos,40.705472678247695,-73.94292386645607,Mexican Restaurant
11053,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,The Spectrum,40.707092834330865,-73.94762173562783,Speakeasy
11054,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Caridad China,40.704946388640856,-73.94297684158182,Spanish Restaurant
11055,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,SUBWAY,40.706142463060594,-73.95024952993776,Sandwich Place
11056,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Sternberg Dog Park,40.70623517242519,-73.94673501393044,Dog Run
11057,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Hello Brooklyn,40.70735136034065,-73.95041155103286,Bar
11058,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Cozzi Pizza #1,40.70389654960476,-73.94742555178155,Italian Restaurant
11059,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Tecate,40.70406062198471,-73.94965757239086,Mexican Restaurant
11060,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Broadway Deli,40.70422144783921,-73.94793492375318,Deli / Bodega
11061,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Tecate Restaruant Union & Lorimer,40.70411694798157,-73.9495444312082,Spanish Restaurant
11062,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,La Morena,40.70400595481271,-73.9496858050337,Mexican Restaurant
11063,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Broad & Boerum,40.70515621025377,-73.94979000091553,Jewelry Store
11064,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Cafe 28,40.70424399455066,-73.9483439824682,Bagel Shop
11065,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Mexi diner,40.70400735285457,-73.94973371870583,Mexican Restaurant
11066,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,Lorimer express food inc.,40.70409716842131,-73.94791920882962,Deli / Bodega
11067,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,MTA Subway - Broadway (G),40.705499826656954,-73.95017982617215,Metro Station
11068,Moore St & Broadway at NW corner,40.704396001346986,-73.94822299970957,De Hostos Playground,40.702562884713494,-73.94939599767214,Playground
